SourceDrive,CurrentPath,CurrentName,CurrentType,ProposedTSI01Path,ProposedName,RenameReason,Confidence
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.4 Device Telemetry Storage,TSI — DEVICE TELEMETRY STORAGE.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — DEVICE TELEMETRY STORAGE.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.3 User & Contractor Records,TSI — USER & CONTRACTOR RECORD STORAGE.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — USER & CONTRACTOR RECORD STORAGE.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.2 Assessment Storage Model,TSI — ASSESSMENT STORAGE MODEL.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — ASSESSMENT STORAGE MODEL.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 8 — SECURITY & AUTHENTICATION\8.1 Zero Trust   Role Segregation,TSI — ZERO TRUST & ROLE SEGREGATION MODEL.gdoc,File,TSI-01 DocControl.GOOGLE\01_Governance\Policies\Security_And_Access_Control\INCOMING\,TSI — ZERO TRUST & ROLE SEGREGATION MODEL.gdoc,Decision A canonical security location,High
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 8 — SECURITY & AUTHENTICATION\8.3 Worker & Contractor Separation,TSI — WORKER & CONTRACTOR SEPARATION MODEL v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\01_Governance\Policies\Security_And_Access_Control\INCOMING\,TSI — WORKER & CONTRACTOR SEPARATION MODEL v1.0 MASTER.gdoc,Decision A canonical security location,High
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 8 — SECURITY & AUTHENTICATION\8.2 Data Privacy Rules,TSI — DATA PRIVACY RULES v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\01_Governance\Policies\Security_And_Access_Control\INCOMING\,TSI — DATA PRIVACY RULES v1.0 MASTER.gdoc,Decision A canonical security location,High
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 8 — SECURITY & AUTHENTICATION\8.5 Vision Image Privacy Controls,TSI — VISION   IMAGE PRIVACY CONTROLS.gdoc,File,TSI-01 DocControl.GOOGLE\01_Governance\Policies\Security_And_Access_Control\INCOMING\,TSI — VISION   IMAGE PRIVACY CONTROLS.gdoc,Decision A canonical security location,High
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 8 — SECURITY & AUTHENTICATION\8.4 Device Authentication Keys,TSI — DEVICE AUTHENTICATION KEYS.gdoc,File,TSI-01 DocControl.GOOGLE\01_Governance\Policies\Security_And_Access_Control\INCOMING\,TSI — DEVICE AUTHENTICATION KEYS.gdoc,Decision A canonical security location,High
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.1 Worker Mobile Dashboard,TSI — WORKER MOBILE DASHBOARD v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — WORKER MOBILE DASHBOARD v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.3 Enterprise Dashboard (Executives),TSI — ENTERPRISE DASHBOARD (EXECUTIVES) v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — ENTERPRISE DASHBOARD (EXECUTIVES) v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.5 Digi-Board Sync Module,TSI—DIGI-BOARD SYNC MODULE v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI—DIGI-BOARD SYNC MODULE v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.2 Supervisor Dashboard,TSI — SUPERVISOR DASHBOARD v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — SUPERVISOR DASHBOARD v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.4 Contractor Onboarding Dashboard,TSI — CONTRACTOR ONBOARDING DASHBOARD v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — CONTRACTOR ONBOARDING DASHBOARD v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,"G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 9 — Versioning, Environments & DevOps\9.5 OS-07 Change Log Integration",TSI — OS-07 CHANGE LOG INTEGRATION v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\01_Governance\Registers\INCOMING\,TSI — OS-07 CHANGE LOG INTEGRATION v1.0 MASTER.gdoc,Register document â€” governance folder,Med
1. Corporate,"G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 9 — Versioning, Environments & DevOps\9.4 Logging & Monitoring",TSI — LOGGING & MONITORING FRAMEWORK.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — LOGGING & MONITORING FRAMEWORK.gdoc,Staging pending classification,Low
1. Corporate,"G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 9 — Versioning, Environments & DevOps\9.3 Database Migration Patterns",TSI — DATABASE MIGRATION PATTERNS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — DATABASE MIGRATION PATTERNS.gdoc,Staging pending classification,Low
1. Corporate,"G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 9 — Versioning, Environments & DevOps\9.1 Environments (Dev, Stage, Prod)",TSI — ENVIRONMENTS STRUCTURE (DEV → STAGE → PROD).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — ENVIRONMENTS STRUCTURE (DEV → STAGE → PROD).gdoc,Staging pending classification,Low
1. Corporate,"G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 9 — Versioning, Environments & DevOps\9.2 Deployment Pipeline",TSI — DEPLOYMENT PIPELINE v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — DEPLOYMENT PIPELINE v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 3 — AI ORCHESTRATION LAYER\3.4 Vision Processing Agent,TSI — VISION PROCESSING AGENT v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — VISION PROCESSING AGENT v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 3 — AI ORCHESTRATION LAYER\3.1 MCP   ADA Agent Structure,TSI — MCP   ADA AGENT STRUCTURE v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — MCP   ADA AGENT STRUCTURE v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 3 — AI ORCHESTRATION LAYER\3.2 SAI Orchestration Nodes,TSI — SAI ORCHESTRATION NODES.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — SAI ORCHESTRATION NODES.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 3 — AI ORCHESTRATION LAYER\3.5 IMS Compliance Agent,TSI — IMS COMPLIANCE AGENT v1.0 MASTER.gdoc.lnk,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — IMS COMPLIANCE AGENT v1.0 MASTER.gdoc.lnk,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 3 — AI ORCHESTRATION LAYER\3.3 Risk Classification Agent,TSI — RISK CLASSIFICATION AGENT v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — RISK CLASSIFICATION AGENT v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 6 — User Hierarchy & Permissions\6.3 Site Managers,TSI — USER PERMISSIONS  SITE MANAGERS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — USER PERMISSIONS  SITE MANAGERS.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 6 — User Hierarchy & Permissions\6.4 Contractors,TSI — USER PERMISSIONS  CONTRACTORS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — USER PERMISSIONS  CONTRACTORS v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 6 — User Hierarchy & Permissions\6.1 Workers,TSI—USER PERMISSIONS  WORKERS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI—USER PERMISSIONS  WORKERS.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 6 — User Hierarchy & Permissions\6.5 Admin   TSI Staff,TSI — USER PERMISSIONS  ADMIN   TSI STAFF.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — USER PERMISSIONS  ADMIN   TSI STAFF.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 6 — User Hierarchy & Permissions\6.2 Supervisors,TSI — USER PERMISSIONS  SUPERVISORS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — USER PERMISSIONS  SUPERVISORS.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 2 — CORE ARCHITECTURE BLUEPRINT\2.1 High-Level System Diagram,TSI — SAI-COM HIGH-LEVEL SYSTEM DIAGRAM v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — SAI-COM HIGH-LEVEL SYSTEM DIAGRAM v1.0 MASTER.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 2 — CORE ARCHITECTURE BLUEPRINT\2.3 Data Flow Models (Text + Vision + Sensors),TSI - SAI-COM DATA FLOW MODELS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI - SAI-COM DATA FLOW MODELS.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 2 — CORE ARCHITECTURE BLUEPRINT\2.4 SAI-COM to SAI Communication Model,TSI — SAI-COM TO SAI COMMUNICATION MODEL.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — SAI-COM TO SAI COMMUNICATION MODEL.gdoc,Staging pending classification,Low
1. Corporate,G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 2 — CORE ARCHITECTURE BLUEPRINT\2.5 Device Integration Gateway (Smart Tools),TSI — DEVICE INTEGRATION GATEWAY (SMART TOOLS).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Corporate\,TSI — DEVICE INTEGRATION GATEWAY (SMART TOOLS).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE,SAI Safety Assessment Engine MASTER v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI Safety Assessment Engine MASTER v1.0.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\7 — EXPORT → OUTCOME SUMMARY PACK\7.3 Corrective Actions Output Template,TSI — CORRECTIVE ACTIONS OUTPUT TEMPLATE.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — CORRECTIVE ACTIONS OUTPUT TEMPLATE.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\7 — EXPORT → OUTCOME SUMMARY PACK\7.4 Evidence Collection Checklist,TSI — EVIDENCE COLLECTION CHECKLIST.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — EVIDENCE COLLECTION CHECKLIST.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\7 — EXPORT → OUTCOME SUMMARY PACK\7.2 IMS Safety Score (Beta),TSI — IMS SAFETY SCORE (Beta Model) v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — IMS SAFETY SCORE (Beta Model) v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\7 — EXPORT → OUTCOME SUMMARY PACK\7.5 PDF   Email Export Script,TSI — SAI EXPORT SCRIPT (PDF   EMAIL) v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI EXPORT SCRIPT (PDF   EMAIL) v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\7 — EXPORT → OUTCOME SUMMARY PACK\7.1 Executive Summary Template,TSI — SAI EXECUTIVE SAFETY SUMMARY v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI EXECUTIVE SAFETY SUMMARY v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\9 — TEST CASES & DRIFT CONTROL\9.1 Standard Test Cases,TSI — SAI STANDARD TEST CASES v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI STANDARD TEST CASES v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\9 — TEST CASES & DRIFT CONTROL\9.5 Reviewer Notes & Test Results Log,TSI — SAI REVIEWER NOTES & TEST RESULTS LOG v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI REVIEWER NOTES & TEST RESULTS LOG v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\9 — TEST CASES & DRIFT CONTROL\9.2 Red-Flag Stress Tests,TSI — SAI RED-FLAG STRESS TESTS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI RED-FLAG STRESS TESTS v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\9 — TEST CASES & DRIFT CONTROL\9.3 Behaviour Drift Controls,TSI — SAI BEHAVIOUR DRIFT CONTROLS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI BEHAVIOUR DRIFT CONTROLS.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\9 — TEST CASES & DRIFT CONTROL\9.4 Failure Mode Table,TSI — SAI FAILURE MODE TABLE v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI FAILURE MODE TABLE v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\3 — ASSESSMENT QUESTION PACKS (TSI v1)\3.2 Property Pack (Plant   Equipment   Controls),TSI — SAI PROPERTY QUESTION PACK v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI PROPERTY QUESTION PACK v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\3 — ASSESSMENT QUESTION PACKS (TSI v1)\3.4 Job Task Pack (High-Risk Activities),TSI — SAI HIGH-RISK TASK QUESTION PACK.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI HIGH-RISK TASK QUESTION PACK.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\3 — ASSESSMENT QUESTION PACKS (TSI v1)\3.3 Planet Pack (Environment   Spills   Impact),TSI — SAI PLANET QUESTION PACK v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI PLANET QUESTION PACK v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\3 — ASSESSMENT QUESTION PACKS (TSI v1)\3.3 Planet Pack (Environment   Spills   Impact),TSI — SAI PLANET QUESTION PACK.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI PLANET QUESTION PACK.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\3 — ASSESSMENT QUESTION PACKS (TSI v1)\3.5 Critical-Risk Pack (Energy Sources),TSI — SAI CRITICAL-RISK (ENERGY) PACK v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI CRITICAL-RISK (ENERGY) PACK v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\3 — ASSESSMENT QUESTION PACKS (TSI v1)\3.1 People Pack (Competence   Fatigue   Behaviour),TSI — SAI PEOPLE QUESTION PACK v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI PEOPLE QUESTION PACK v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\8 — VERSIONING & UPDATE RULES\8.4 Impact Assessment Notes (Per Update Cycle),TSI — IMPACT ASSESSMENT NOTES.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — IMPACT ASSESSMENT NOTES.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\8 — VERSIONING & UPDATE RULES\8.1 Update Principles (TSI-OS Compliant),TSI — SAI UPDATE PRINCIPLES.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,TSI — SAI UPDATE PRINCIPLES.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\8 — VERSIONING & UPDATE RULES\8.2 Module Change Log (Local),TSI — SAI MODULE CHANGE LOG (LOCAL).gdoc,File,TSI-01 DocControl.GOOGLE\01_Governance\Registers\INCOMING\,TSI — SAI MODULE CHANGE LOG (LOCAL).gdoc,Register document â€” governance folder,Med
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\8 — VERSIONING & UPDATE RULES\8.3 Integration Rules with OS-07 Master Change Log,TSI — INTEGRATION RULES WITH OS-07 (MASTER CHANGE LOG).gdoc,File,TSI-01 DocControl.GOOGLE\01_Governance\Registers\INCOMING\,TSI — INTEGRATION RULES WITH OS-07 (MASTER CHANGE LOG).gdoc,Register document â€” governance folder,Med
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\4 — RED-FLAG TRIGGER LIBRARY\4.9 Red-Flag Logging Prompts (IMS-Aligned),SAI — RED-FLAG LOGGING PROMPTS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — RED-FLAG LOGGING PROMPTS v1.0 MASTER.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\4 — RED-FLAG TRIGGER LIBRARY\4.6 Conflicting Input Red-Flags (Vision vs Text),SAI — CONFLICTING INPUT RED-FLAGS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — CONFLICTING INPUT RED-FLAGS.gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\3. TSI — SAI SAFETY ASSESSMENT ENGINE\4 — RED-FLAG TRIGGER LIBRARY\4.5 Critical Energy Red-Flags,SAI — CRITICAL ENERGY RED-FLAGS v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI — CRITICAL ENERGY RED-FLAGS v1.0.gdoc,Staging pending classification,Low
